person,label
00091926,0.37606257
00091a7a,0.49472192
000ba417,0.4230375
000e4d9e,0.32400686
000e619d,0.10928282
001001be,0.08827699
0010e89a,0.059020683
0016c4b5,0.033361603
001804a2,0.10854848
001a2273,0.035831895
00202cdb,0.049362134
0022965d,0.2852926
0027574e,0.18221162
00295d74,0.08008543
002aea56,0.33678427
002ed810,0.4786509
002fb981,0.11338135
00344873,0.044802826
0038a117,0.839253
003a05bf,0.17284945
003d07ef,0.50076693
003e7507,0.043266576
00408349,0.049918324
0041fec6,0.08872195
0043a48e,0.07972002
00546f4c,0.37987408
00556ee5,0.07369119
0059a996,0.6277579
005af223,0.53697294
005e06ef,0.09428093
0061cbe8,0.45791304
006549da,0.3527732
006bb312,0.042944133
006cabc5,0.7142029
006e1534,0.032222297
006fc943,0.70274454
00750af8,0.24404597
00754f5e,0.056283705
0076b7dc,0.13660923
007743ca,0.042611595
007a0564,0.04583873
0081cd73,0.046420854
0081f590,0.044594344
008287e4,0.18081106
0083c22c,0.04081589
0087d959,0.74151164
0089421c,0.53759545
008a6d00,0.078885734
008b4a48,0.04856016
008f480f,0.6260656
008f739f,0.123248175
009648f0,0.70756024
00970caa,0.13734637
009944e1,0.24458683
009f8292,0.19390059
00a2efc2,0.12653792
00af50bb,0.08738019
00b0fe02,0.042149607
00b1b9d0,0.70010424
00b5303d,0.18239255
00b6642b,0.111241974
00b8bba9,0.12034648
00caa482,0.48961917
00cd1373,0.6361413
00cde0db,0.072976895
00d618ba,0.21352583
00d8d869,0.07194276
00dcc618,0.05636606
00e0e219,0.05471067
00e2e06b,0.07313968
00f1575c,0.64746535
00f369ef,0.13552338
00f4620f,0.045903914
00f5c8be,0.68434644
00fd99c6,0.03882339
00ff2c51,0.18574284
010200b5,0.06125659
01022bf3,0.09654845
01039bf1,0.41667792
01094049,0.16787753
010b0b0b,0.46425912
010f9396,0.05115057
01102549,0.026857948
01126aa4,0.027197124
01127f1d,0.03245298
01183209,0.061291408
0121c41e,0.17814273
0126d440,0.027824495
0129072b,0.090603195
012af91b,0.044761874
012b81de,0.18817832
012cd55c,0.04696448
012d8fd8,0.49651188
0137a57b,0.20603536
013a0e3a,0.6171583
013dc935,0.05622253
013e1cd0,0.0745169
013ef20d,0.051086735
013fce70,0.04181892
0144bd58,0.60018975
0146ecbc,0.03851442
014853d4,0.3399148
015fb139,0.099192984
01638753,0.67523926
0163bf88,0.10068518
016419e1,0.050112147
01696aab,0.64315313
016b86b9,0.39479622
016d0c8f,0.48815364
016f3833,0.22131017
01716e05,0.07556836
01798556,0.21569061
017a84d1,0.109199926
017d35dc,0.057264425
017fd805,0.3326138
018598e8,0.15253492
018adf26,0.76588595
018c1154,0.11827809
0190f87d,0.18812513
019425a8,0.7775561
0196054a,0.62645996
01984bc3,0.055760745
019ac712,0.033782378
01a20e81,0.06551072
01ab5296,0.060923725
01ac5844,0.14289114
01ad4042,0.5386346
01ada784,0.32443523
01af6573,0.4173182
01b08442,0.070966125
01b09758,0.33295846
01b97cb9,0.36502716
01be1d14,0.054502886
01c3addd,0.74308497
01c862be,0.04287083
01c9f8d2,0.1120646
01caf5bf,0.48605558
01cbe6b3,0.038661614
01cd8ca8,0.14299585
01d18619,0.054023616
01d28bce,0.09171371
01d8711d,0.68032557
01e18191,0.052140333
01f061eb,0.6127534
01f8fa5b,0.13514818
01fe7232,0.081243984
01ffa003,0.48847553
0205d5c1,0.10340013
020b50dc,0.44811141
021b35b5,0.079522744
021f11c8,0.20370777
02208eb6,0.09263859
0222570f,0.095729135
0225de65,0.06940141
02274195,0.041380208
02285678,0.6604268
0228b475,0.04808341
022bd951,0.041894995
022c083c,0.2738443
022ca64b,0.32363015
0233c7ed,0.2706164
0234e8f5,0.05774649
023e49e4,0.77185756
023fafbb,0.027471717
0244969f,0.10349754
02452978,0.6883769
0246242b,0.18031034
0247c9fc,0.059109684
024803ab,0.03194264
02496e75,0.633351
024b9c24,0.38964206
024ceac4,0.038237054
024ffb9b,0.029621672
0256b30a,0.28672296
0256c879,0.040309668
0256dfc5,0.034535732
025e1ccc,0.71059144
02603929,0.15817614
026b66ef,0.024181768
0270a59f,0.08737865
027870af,0.83307534
027b809f,0.10122415
027cb5c9,0.07992771
027e9637,0.049904868
0280a93d,0.4233855
028d0864,0.71593297
02973cb9,0.043110374
0297fc1e,0.226157
029889eb,0.17352736
029a5c8b,0.026327822
029e25de,0.041693065
02a14ee3,0.09946861
02a9fd4c,0.12957762
02aa0266,0.035173405
02b10e44,0.700244
02b13444,0.040224556
02b51109,0.3076764
02ba6bb6,0.047099777
02bf0143,0.1777355
02c2eb63,0.035668872
02c66b97,0.04116004
02c73278,0.042696375
