person,label
00091926,0.4997678
00091a7a,0.4997678
000ba417,0.4997678
000e4d9e,0.4997678
000e619d,0.4997678
001001be,0.4997678
0010e89a,0.4997678
0016c4b5,0.4997678
001804a2,0.4997678
001a2273,0.4997678
00202cdb,0.4997678
0022965d,0.4997678
0027574e,0.4997678
00295d74,0.4997678
002aea56,0.4997678
002ed810,0.4997678
002fb981,0.4997678
00344873,0.4997678
0038a117,0.4997678
003a05bf,0.4997678
003d07ef,0.4997678
003e7507,0.4997678
00408349,0.4997678
0041fec6,0.4997678
0043a48e,0.4997678
00546f4c,0.4997678
00556ee5,0.4997678
0059a996,0.4997678
005af223,0.4997678
005e06ef,0.4997678
0061cbe8,0.4997678
006549da,0.4997678
006bb312,0.4997678
006cabc5,0.4997678
006e1534,0.4997678
006fc943,0.4997678
00750af8,0.4997678
00754f5e,0.4997678
0076b7dc,0.4997678
007743ca,0.4997678
007a0564,0.4997678
0081cd73,0.4997678
0081f590,0.4997678
008287e4,0.4997678
0083c22c,0.4997678
0087d959,0.4997678
0089421c,0.4997678
008a6d00,0.4997678
008b4a48,0.4997678
008f480f,0.4997678
008f739f,0.4997678
009648f0,0.4997678
00970caa,0.4997678
009944e1,0.4997678
009f8292,0.4997678
00a2efc2,0.4997678
00af50bb,0.4997678
00b0fe02,0.4997678
00b1b9d0,0.4997678
00b5303d,0.4997678
00b6642b,0.4997678
00b8bba9,0.4997678
00caa482,0.4997678
00cd1373,0.4997678
00cde0db,0.4997678
00d618ba,0.4997678
00d8d869,0.4997678
00dcc618,0.4997678
00e0e219,0.4997678
00e2e06b,0.4997678
00f1575c,0.4997678
00f369ef,0.4997678
00f4620f,0.4997678
00f5c8be,0.4997678
00fd99c6,0.4997678
00ff2c51,0.4997678
010200b5,0.4997678
01022bf3,0.4997678
01039bf1,0.4997678
01094049,0.4997678
010b0b0b,0.4997678
010f9396,0.4997678
01102549,0.4997678
01126aa4,0.4997678
01127f1d,0.4997678
01183209,0.4997678
0121c41e,0.4997678
0126d440,0.4997678
0129072b,0.4997678
012af91b,0.4997678
012b81de,0.4997678
012cd55c,0.4997678
012d8fd8,0.4997678
0137a57b,0.4997678
013a0e3a,0.4997678
013dc935,0.4997678
013e1cd0,0.4997678
013ef20d,0.4997678
013fce70,0.4997678
0144bd58,0.4997678
0146ecbc,0.4997678
014853d4,0.4997678
015fb139,0.4997678
01638753,0.4997678
0163bf88,0.4997678
016419e1,0.4997678
01696aab,0.4997678
016b86b9,0.4997678
016d0c8f,0.4997678
